title,authors,paper_link,supplementary_link,arxiv_link
JointSQ: Joint Sparsification-Quantization for Distributed Learning,"Weiying Xie,



Haowei Li,



Jitao Ma,



Yunsong Li,



Jie Lei,



Donglai Liu,



Leyuan Fang",,,
A Unified Framework for Human-centric Point Cloud Video Understanding,"Yiteng Xu,



Kecheng Ye,



Xiao Han,



Yiming Ren,



Xinge Zhu,



Yuexin Ma",,,
Edge-Aware 3D Instance Segmentation Network with Intelligent Semantic Prior,"Wonseok Roh,



Hwanhee Jung,



Giljoo Nam,



Jinseop Yeom,



Hyunje Park,



Sang Ho Yoon,



Sangpil Kim",,,
Coherence As Texture - Passive Textureless 3D Reconstruction by Self-interference,"Wei-Yu Chen,



Aswin C. Sankaranarayanan,



Anat Levin,



Matthew O'Toole",,,
Enhancing the Power of OOD Detection via Sample-Aware Model Selection,"Feng Xue,



Zi He,



Yuan Zhang,



Chuanlong Xie,



Zhenguo Li,



Falong Tan",,,
Collaborative Semantic Occupancy Prediction with Hybrid Feature Fusion in Connected Automated Vehicles,"Rui Song,



Chenwei Liang,



Hu Cao,



Zhiran Yan,



Walter Zimmer,



Markus Gross,



Andreas Festag,



Alois Knoll",,,
Generative Multi-modal Models are Good Class Incremental Learners,"Xusheng Cao,



Haori Lu,



Linlan Huang,



Xialei Liu,



Ming-Ming Cheng",,,
Low-Resource Vision Challenges for Foundation Models,"Yunhua Zhang,



Hazel Doughty,



Cees G. M. Snoek",,,
RGBD Objects in the Wild: Scaling Real-World 3D Object Learning from RGB-D Videos,"Hongchi Xia,



Yang Fu,



Sifei Liu,



Xiaolong Wang",,,
Shadow-Enlightened Image Outpainting,"Hang Yu,



Ruilin Li,



Shaorong Xie,



Jiayan Qiu",,,
Towards Generalizable Tumor Synthesis,"Qi Chen,



Xiaoxi Chen,



Haorui Song,



Zhiwei Xiong,



Alan Yuille,



Chen Wei,



Zongwei Zhou",,,
Low-Res Leads the Way: Improving Generalization for Super-Resolution by Self-Supervised Learning,"Haoyu Chen,



Wenbo Li,



Jinjin Gu,



Jingjing Ren,



Haoze Sun,



Xueyi Zou,



Zhensong Zhang,



Youliang Yan,



Lei Zhu",,,
BOTH2Hands: Inferring 3D Hands from Both Text Prompts and Body Dynamics,"Wenqian Zhang,



Molin Huang,



Yuxuan Zhou,



Juze Zhang,



Jingyi Yu,



Jingya Wang,



Lan Xu",,,
EpiDiff: Enhancing Multi-View Synthesis via Localized Epipolar-Constrained Diffusion,"Zehuan Huang,



Hao Wen,



Junting Dong,



Yaohui Wang,



Yangguang Li,



Xinyuan Chen,



Yan-Pei Cao,



Ding Liang,



Yu Qiao,



Bo Dai,



Lu Sheng",,,
On the Faithfulness of Vision Transformer Explanations,"Junyi Wu,



Weitai Kang,



Hao Tang,



Yuan Hong,



Yan Yan",,,
Pixel-level Semantic Correspondence through Layout-aware Representation Learning and Multi-scale Matching Integration,"Yixuan Sun,



Zhangyue Yin,



Haibo Wang,



Yan Wang,



Xipeng Qiu,



Weifeng Ge,



Wenqiang Zhang",,,
Learning Spatial Features from Audio-Visual Correspondence in Egocentric Videos,"Sagnik Majumder,



Ziad Al-Halah,



Kristen Grauman",,,
DreamAvatar: Text-and-Shape Guided 3D Human Avatar Generation via Diffusion Models,"Yukang Cao,



Yan-Pei Cao,



Kai Han,



Ying Shan,



Kwan-Yee K. Wong",,,
Dynamic Graph Representation with Knowledge-aware Attention for Histopathology Whole Slide Image Analysis,"Jiawen Li,



Yuxuan Chen,



Hongbo Chu,



Qiehe Sun,



Tian Guan,



Anjia Han,



Yonghong He",,,
Brain Decodes Deep Nets,"Huzheng Yang,



James Gee,



Jianbo Shi",,,
Semantics Distortion and Style Matter: Towards Source-free UDA for Panoramic Segmentation,"Xu Zheng,



Pengyuan Zhou,



Athanasios V. Vasilakos,



Lin Wang",,,
Bidirectional Autoregessive Diffusion Model for Dance Generation,"Canyu Zhang,



Youbao Tang,



Ning Zhang,



Ruei-Sung Lin,



Mei Han,



Jing Xiao,



Song Wang",,,
Align Before Adapt: Leveraging Entity-to-Region Alignments for Generalizable Video Action Recognition,"Yifei Chen,



Dapeng Chen,



Ruijin Liu,



Sai Zhou,



Wenyuan Xue,



Wei Peng",,,
GOV-NeSF: Generalizable Open-Vocabulary Neural Semantic Fields,"Yunsong Wang,



Hanlin Chen,



Gim Hee Lee",,,
FRESCO: Spatial-Temporal Correspondence for Zero-Shot Video Translation,"Shuai Yang,



Yifan Zhou,



Ziwei Liu,



Chen Change Loy",,,
Dual-Scale Transformer for Large-Scale Single-Pixel Imaging,"Gang Qu,



Ping Wang,



Xin Yuan",,,
Towards Robust 3D Object Detection with LiDAR and 4D Radar Fusion in Various Weather Conditions,"Yujeong Chae,



Hyeonseong Kim,



Kuk-Jin Yoon",,,
Enhancing 3D Fidelity of Text-to-3D using Cross-View Correspondences,"Seungwook Kim,



Kejie Li,



Xueqing Deng,



Yichun Shi,



Minsu Cho,



Peng Wang",,,
Bezier Everywhere All at Once: Learning Drivable Lanes as Bezier Graphs,"Hugh Blayney,



Hanlin Tian,



Hamish Scott,



Nils Goldbeck,



Chess Stetson,



Panagiotis Angeloudis",,,
SplattingAvatar: Realistic Real-Time Human Avatars with Mesh-Embedded Gaussian Splatting,"Zhijing Shao,



Zhaolong Wang,



Zhuang Li,



Duotun Wang,



Xiangru Lin,



Yu Zhang,



Mingming Fan,



Zeyu Wang",,,
MoSAR: Monocular Semi-Supervised Model for Avatar Reconstruction using Differentiable Shading,"Abdallah Dib,



Luiz Gustavo Hafemann,



Emeline Got,



Trevor Anderson,



Amin Fadaeinejad,



Rafael M. O. Cruz,



Marc-André Carbonneau",,,
Bridging Remote Sensors with Multisensor Geospatial Foundation Models,"Boran Han,



Shuai Zhang,



Xingjian Shi,



Markus Reichstein",,,
Can I Trust Your Answer? Visually Grounded Video Question Answering,"Junbin Xiao,



Angela Yao,



Yicong Li,



Tat-Seng Chua",,,
RankED: Addressing Imbalance and Uncertainty in Edge Detection Using Ranking-based Losses,"Bedrettin Cetinkaya,



Sinan Kalkan,



Emre Akbas",,,
DiffHuman: Probabilistic Photorealistic 3D Reconstruction of Humans,"Akash Sengupta,



Thiemo Alldieck,



Nikos Kolotouros,



Enric Corona,



Andrei Zanfir,



Cristian Sminchisescu",,,
SeeSR: Towards Semantics-Aware Real-World Image Super-Resolution,"Rongyuan Wu,



Tao Yang,



Lingchen Sun,



Zhengqiang Zhang,



Shuai Li,



Lei Zhang",,,
Permutation Equivariance of Transformers and Its Applications,"Hengyuan Xu,



Liyao Xiang,



Hangyu Ye,



Dixi Yao,



Pengzhi Chu,



Baochun Li",,,
Polos: Multimodal Metric Learning from Human Feedback for Image Captioning,"Yuiga Wada,



Kanta Kaneda,



Daichi Saito,



Komei Sugiura",,,
Detours for Navigating Instructional Videos,"Kumar Ashutosh,



Zihui Xue,



Tushar Nagarajan,



Kristen Grauman",,,
Discontinuity-preserving Normal Integration with Auxiliary Edges,"Hyomin Kim,



Yucheol Jung,



Seungyong Lee",,,
DrivingGaussian: Composite Gaussian Splatting for Surrounding Dynamic Autonomous Driving Scenes,"Xiaoyu Zhou,



Zhiwei Lin,



Xiaojun Shan,



Yongtao Wang,



Deqing Sun,



Ming-Hsuan Yang",,,
Self-Supervised Multi-Object Tracking with Path Consistency,"Zijia Lu,



Bing Shuai,



Yanbei Chen,



Zhenlin Xu,



Davide Modolo",,,
Unsupervised Keypoints from Pretrained Diffusion Models,"Eric Hedlin,



Gopal Sharma,



Shweta Mahajan,



Xingzhe He,



Hossam Isack,



Abhishek Kar,



Helge Rhodin,



Andrea Tagliasacchi,



Kwang Moo Yi",,,
Resolution Limit of Single-Photon LiDAR,"Stanley H. Chan,



Hashan K. Weerasooriya,



Weijian Zhang,



Pamela Abshire,



Istvan Gyongy,



Robert K. Henderson",,,
Flatten Long-Range Loss Landscapes for Cross-Domain Few-Shot Learning,"Yixiong Zou,



Yicong Liu,



Yiman Hu,



Yuhua Li,



Ruixuan Li",,,
Improving Distant 3D Object Detection Using 2D Box Supervision,"Zetong Yang,



Zhiding Yu,



Chris Choy,



Renhao Wang,



Anima Anandkumar,



Jose M. Alvarez",,,
HDQMF: Holographic Feature Decomposition Using Quantum Algorithms,"Prathyush Prasanth Poduval,



Zhuowen Zou,



Mohsen Imani",,,
Diffusion-based Blind Text Image Super-Resolution,"Yuzhe Zhang,



Jiawei Zhang,



Hao Li,



Zhouxia Wang,



Luwei Hou,



Dongqing Zou,



Liheng Bian",,,
Consistent Prompting for Rehearsal-Free Continual Learning,"Zhanxin Gao,



Jun Cen,



Xiaobin Chang",,,
UniPAD: A Universal Pre-training Paradigm for Autonomous Driving,"Honghui Yang,



Sha Zhang,



Di Huang,



Xiaoyang Wu,



Haoyi Zhu,



Tong He,



Shixiang Tang,



Hengshuang Zhao,



Qibo Qiu,



Binbin Lin,



Xiaofei He,



Wanli Ouyang",,,
SeD: Semantic-Aware Discriminator for Image Super-Resolution,"Bingchen Li,



Xin Li,



Hanxin Zhu,



Yeying Jin,



Ruoyu Feng,



Zhizheng Zhang,



Zhibo Chen",,,
SocialCounterfactuals: Probing and Mitigating Intersectional Social Biases in Vision-Language Models with Counterfactual Examples,"Phillip Howard,



Avinash Madasu,



Tiep Le,



Gustavo Lujan Moreno,



Anahita Bhiwandiwalla,



Vasudev Lal",,,
SVDTree: Semantic Voxel Diffusion for Single Image Tree Reconstruction,"Yuan Li,



Zhihao Liu,



Bedrich Benes,



Xiaopeng Zhang,



Jianwei Guo",,,
Rethinking FID: Towards a Better Evaluation Metric for Image Generation,"Sadeep Jayasumana,



Srikumar Ramalingam,



Andreas Veit,



Daniel Glasner,



Ayan Chakrabarti,



Sanjiv Kumar",,,
Efficient Privacy-Preserving Visual Localization Using 3D Ray Clouds,"Heejoon Moon,



Chunghwan Lee,



Je Hyeong Hong",,,
SuperPrimitive: Scene Reconstruction at a Primitive Level,"Kirill Mazur,



Gwangbin Bae,



Andrew J. Davison",,,
ReCoRe: Regularized Contrastive Representation Learning of World Model,"Rudra P.K. Poudel,



Harit Pandya,



Stephan Liwicki,



Roberto Cipolla",,,
TFMQ-DM: Temporal Feature Maintenance Quantization for Diffusion Models,"Yushi Huang,



Ruihao Gong,



Jing Liu,



Tianlong Chen,



Xianglong Liu",,,
CNC-Net: Self-Supervised Learning for CNC Machining Operations,"Mohsen Yavartanoo,



Sangmin Hong,



Reyhaneh Neshatavar,



Kyoung Mu Lee",,,
JRDB-PanoTrack: An Open-world Panoptic Segmentation and Tracking Robotic Dataset in Crowded Human Environments,"Duy Tho Le,



Chenhui Gou,



Stavya Datta,



Hengcan Shi,



Ian Reid,



Jianfei Cai,



Hamid Rezatofighi",,,
CONFORM: Contrast is All You Need for High-Fidelity Text-to-Image Diffusion Models,"Tuna Han Salih Meral,



Enis Simsar,



Federico Tombari,



Pinar Yanardag",,,
Self-Supervised Facial Representation Learning with Facial Region Awareness,"Zheng Gao,



Ioannis Patras",,,
GaussianDreamer: Fast Generation from Text to 3D Gaussians by Bridging 2D and 3D Diffusion Models,"Taoran Yi,



Jiemin Fang,



Junjie Wang,



Guanjun Wu,



Lingxi Xie,



Xiaopeng Zhang,



Wenyu Liu,



Qi Tian,



Xinggang Wang",,,
Open-Vocabulary Attention Maps with Token Optimization for Semantic Segmentation in Diffusion Models,"Pablo Marcos-Manchón,



Roberto Alcover-Couso,



Juan C. SanMiguel,



José M. Martínez",,,
OPERA: Alleviating Hallucination in Multi-Modal Large Language Models via Over-Trust Penalty and Retrospection-Allocation,"Qidong Huang,



Xiaoyi Dong,



Pan Zhang,



Bin Wang,



Conghui He,



Jiaqi Wang,



Dahua Lin,



Weiming Zhang,



Nenghai Yu",,,
Volumetric Environment Representation for Vision-Language Navigation,"Rui Liu,



Wenguan Wang,



Yi Yang",,,
DreamComposer: Controllable 3D Object Generation via Multi-View Conditions,"Yunhan Yang,



Yukun Huang,



Xiaoyang Wu,



Yuan-Chen Guo,



Song-Hai Zhang,



Hengshuang Zhao,



Tong He,



Xihui Liu",,,
Self-Calibrating Vicinal Risk Minimisation for Model Calibration,"Jiawei Liu,



Changkun Ye,



Ruikai Cui,



Nick Barnes",,,
NeRFDeformer: NeRF Transformation from a Single View via 3D Scene Flows,"Zhenggang Tang,



Zhongzheng Ren,



Xiaoming Zhao,



Bowen Wen,



Jonathan Tremblay,



Stan Birchfield,



Alexander Schwing",,,
LPSNet: End-to-End Human Pose and Shape Estimation with Lensless Imaging,"Haoyang Ge,



Qiao Feng,



Hailong Jia,



Xiongzheng Li,



Xiangjun Yin,



You Zhou,



Jingyu Yang,



Kun Li",,,
Embracing Unimodal Aleatoric Uncertainty for Robust Multimodal Fusion,"Zixian Gao,



Xun Jiang,



Xing Xu,



Fumin Shen,



Yujie Li,



Heng Tao Shen",,,
Unifying Correspondence Pose and NeRF for Generalized Pose-Free Novel View Synthesis,"Sunghwan Hong,



Jaewoo Jung,



Heeseong Shin,



Jiaolong Yang,



Seungryong Kim,



Chong Luo",,,
Draw Step by Step: Reconstructing CAD Construction Sequences from Point Clouds via Multimodal Diffusion.,"Weijian Ma,



Shuaiqi Chen,



Yunzhong Lou,



Xueyang Li,



Xiangdong Zhou",,,
DiffusionTrack: Point Set Diffusion Model for Visual Object Tracking,"Fei Xie,



Zhongdao Wang,



Chao Ma",,,
Towards a Simultaneous and Granular Identity-Expression Control in Personalized Face Generation,"Renshuai Liu,



Bowen Ma,



Wei Zhang,



Zhipeng Hu,



Changjie Fan,



Tangjie Lv,



Yu Ding,



Xuan Cheng",,,
PEEKABOO: Interactive Video Generation via Masked-Diffusion,"Yash Jain,



Anshul Nasery,



Vibhav Vineet,



Harkirat Behl",,,
Scaling Diffusion Models to Real-World 3D LiDAR Scene Completion,"Lucas Nunes,



Rodrigo Marcuzzi,



Benedikt Mersch,



Jens Behley,



Cyrill Stachniss",,,
Discriminative Pattern Calibration Mechanism for Source-Free Domain Adaptation,"Haifeng Xia,



Siyu Xia,



Zhengming Ding",,,
Deep Generative Model based Rate-Distortion for Image Downscaling Assessment,"Yuanbang Liang,



Bhavesh Garg,



Paul Rosin,



Yipeng Qin",,,
Physical Backdoor: Towards Temperature-based Backdoor Attacks in the Physical World,"Wen Yin,



Jian Lou,



Pan Zhou,



Yulai Xie,



Dan Feng,



Yuhua Sun,



Tailai Zhang,



Lichao Sun",,,
Make Me a BNN: A Simple Strategy for Estimating Bayesian Uncertainty from Pre-trained Models,"Gianni Franchi,



Olivier Laurent,



Maxence Leguery,



Andrei Bursuc,



Andrea Pilzer,



Angela Yao",,,
Language-only Training of Zero-shot Composed Image Retrieval,"Geonmo Gu,



Sanghyuk Chun,



Wonjae Kim,



Yoohoon Kang,



Sangdoo Yun",,,
EFHQ: Multi-purpose ExtremePose-Face-HQ dataset,"Trung Tuan Dao,



Duc Hong Vu,



Cuong Pham,



Anh Tran",,,
Dynamic Cues-Assisted Transformer for Robust Point Cloud Registration,"Hong Chen,



Pei Yan,



Sihe Xiang,



Yihua Tan",,,
Patch2Self2: Self-supervised Denoising on Coresets via Matrix Sketching,"Shreyas Fadnavis,



Agniva Chowdhury,



Joshua Batson,



Petros Drineas,



Eleftherios Garyfallidis",,,
High-fidelity Person-centric Subject-to-Image Synthesis,"Yibin Wang,



Weizhong Zhang,



Jianwei Zheng,



Cheng Jin",,,
The Devil is in the Fine-Grained Details: Evaluating Open-Vocabulary Object Detectors for Fine-Grained Understanding,"Lorenzo Bianchi,



Fabio Carrara,



Nicola Messina,



Claudio Gennaro,



Fabrizio Falchi",,,
Efficient and Effective Weakly-Supervised Action Segmentation via Action-Transition-Aware Boundary Alignment,"Angchi Xu,



Wei-Shi Zheng",,,
Link-Context Learning for Multimodal LLMs,"Yan Tai,



Weichen Fan,



Zhao Zhang,



Ziwei Liu",,,
Pixel-Aligned Language Model,"Jiarui Xu,



Xingyi Zhou,



Shen Yan,



Xiuye Gu,



Anurag Arnab,



Chen Sun,



Xiaolong Wang,



Cordelia Schmid",,,
JeDi: Joint-Image Diffusion Models for Finetuning-Free Personalized Text-to-Image Generation,"Yu Zeng,



Vishal M. Patel,



Haochen Wang,



Xun Huang,



Ting-Chun Wang,



Ming-Yu Liu,



Yogesh Balaji",,,
ConsistDreamer: 3D-Consistent 2D Diffusion for High-Fidelity Scene Editing,"Jun-Kun Chen,



Samuel Rota Bulò,



Norman Müller,



Lorenzo Porzi,



Peter Kontschieder,



Yu-Xiong Wang",,,
HandDiff: 3D Hand Pose Estimation with Diffusion on Image-Point Cloud,"Wencan Cheng,



Hao Tang,



Luc Van Gool,



Jong Hwan Ko",,,
SNIDA: Unlocking Few-Shot Object Detection with Non-linear Semantic Decoupling Augmentation,"Yanjie Wang,



Xu Zou,



Luxin Yan,



Sheng Zhong,



Jiahuan Zhou",,,
On the Robustness of Large Multimodal Models Against Image Adversarial Attacks,"Xuanming Cui,



Alejandro Aparcedo,



Young Kyun Jang,



Ser-Nam Lim",,,
SoundingActions: Learning How Actions Sound from Narrated Egocentric Videos,"Changan Chen,



Kumar Ashutosh,



Rohit Girdhar,



David Harwath,



Kristen Grauman",,,
Not All Voxels Are Equal: Hardness-Aware Semantic Scene Completion with Self-Distillation,"Song Wang,



Jiawei Yu,



Wentong Li,



Wenyu Liu,



Xiaolu Liu,



Junbo Chen,



Jianke Zhu",,,
3D-LFM: Lifting Foundation Model,"Mosam Dabhi,



László A. Jeni,



Simon Lucey",,,
VP3D: Unleashing 2D Visual Prompt for Text-to-3D Generation,"Yang Chen,



Yingwei Pan,



Haibo Yang,



Ting Yao,



Tao Mei",,,
MonoHair: High-Fidelity Hair Modeling from a Monocular Video,"Keyu Wu,



Lingchen Yang,



Zhiyi Kuang,



Yao Feng,



Xutao Han,



Yuefan Shen,



Hongbo Fu,



Kun Zhou,



Youyi Zheng",,,
Content-Style Decoupling for Unsupervised Makeup Transfer without Generating Pseudo Ground Truth,"Zhaoyang Sun,



Shengwu Xiong,



Yaxiong Chen,



Yi Rong",,,
One Prompt Word is Enough to Boost Adversarial Robustness for Pre-trained Vision-Language Models,"Lin Li,



Haoyan Guan,



Jianing Qiu,



Michael Spratling",,,
A Versatile Framework for Continual Test-Time Domain Adaptation: Balancing Discriminability and Generalizability,"Xu Yang,



Xuan Chen,



Moqi Li,



Kun Wei,



Cheng Deng",,,
Quantifying Uncertainty in Motion Prediction with Variational Bayesian Mixture,"Juanwu Lu,



Can Cui,



Yunsheng Ma,



Aniket Bera,



Ziran Wang",,,
You Only Need Less Attention at Each Stage in Vision Transformers,"Shuoxi Zhang,



Hanpeng Liu,



Stephen Lin,



Kun He",,,
Sieve: Multimodal Dataset Pruning using Image Captioning Models,"Anas Mahmoud,



Mostafa Elhoushi,



Amro Abbas,



Yu Yang,



Newsha Ardalani,



Hugh Leather,



Ari S. Morcos",,,
Generalizable Novel-View Synthesis using a Stereo Camera,"Haechan Lee,



Wonjoon Jin,



Seung-Hwan Baek,



Sunghyun Cho",,,
Dynamic LiDAR Re-simulation using Compositional Neural Fields,"Hanfeng Wu,



Xingxing Zuo,



Stefan Leutenegger,



Or Litany,



Konrad Schindler,



Shengyu Huang",,,
Explaining CLIP's Performance Disparities on Data from Blind/Low Vision Users,"Daniela Massiceti,



Camilla Longden,



Agnieszka Slowik,



Samuel Wills,



Martin Grayson,



Cecily Morrison",,,
AETTA: Label-Free Accuracy Estimation for Test-Time Adaptation,"Taeckyung Lee,



Sorn Chottananurak,



Taesik Gong,



Sung-Ju Lee",,,
Digital Life Project: Autonomous 3D Characters with Social Intelligence,"Zhongang Cai,



Jianping Jiang,



Zhongfei Qing,



Xinying Guo,



Mingyuan Zhang,



Zhengyu Lin,



Haiyi Mei,



Chen Wei,



Ruisi Wang,



Wanqi Yin,



Liang Pan,



Xiangyu Fan,



Han Du,



Peng Gao,



Zhitao Yang,



Yang Gao,



Jiaqi Li,



Tianxiang Ren,



Yukun Wei,



Xiaogang Wang,



Chen Change Loy,



Lei Yang,



Ziwei Liu",,,
An Empirical Study of the Generalization Ability of Lidar 3D Object Detectors to Unseen Domains,George Eskandar,,,
Unsupervised Universal Image Segmentation,"Dantong Niu,



Xudong Wang,



Xinyang Han,



Long Lian,



Roei Herzig,



Trevor Darrell",,,
Rethinking Prior Information Generation with CLIP for Few-Shot Segmentation,"Jin Wang,



Bingfeng Zhang,



Jian Pang,



Honglong Chen,



Weifeng Liu",,,
SingularTrajectory: Universal Trajectory Predictor Using Diffusion Model,"Inhwan Bae,



Young-Jae Park,



Hae-Gon Jeon",,,
Generating Handwritten Mathematical Expressions From Symbol Graphs: An End-to-End Pipeline,"Yu Chen,



Fei Gao,



Yanguang Zhang,



Maoying Qiao,



Nannan Wang",,,
A Closer Look at the Few-Shot Adaptation of Large Vision-Language Models,"Julio Silva-Rodríguez,



Sina Hajimiri,



Ismail Ben Ayed,



Jose Dolz",,,
Generative Rendering: Controllable 4D-Guided Video Generation with 2D Diffusion Models,"Shengqu Cai,



Duygu Ceylan,



Matheus Gadelha,



Chun-Hao Paul Huang,



Tuanfeng Yang Wang,



Gordon Wetzstein",,,
Relightable Gaussian Codec Avatars,"Shunsuke Saito,



Gabriel Schwartz,



Tomas Simon,



Junxuan Li,



Giljoo Nam",,,
Why Not Use Your Textbook? Knowledge-Enhanced Procedure Planning of Instructional Videos,"Kumaranage Ravindu Yasas Nagasinghe,



Honglu Zhou,



Malitha Gunawardhana,



Martin Renqiang Min,



Daniel Harari,



Muhammad Haris Khan",,,
